epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.2911083895265032,0.05454801788011124,1.0,1.0,0.999742334449884
2,0.19625818295039468,0.007900956371444052,1.0,1.0,1.0
3,0.1552017999025657,0.11049034372535908,1.0,1.0,0.9639519359145527
4,0.12080740988785817,0.022841661506875728,0.9999989371877989,0.9999994687307893,0.9992262058292494
5,0.09831732125213542,0.013744601541838965,0.9999973429694973,0.9999986721687744,0.9984512132163139
6,0.0982629633633439,0.006964158013377197,1.0,1.0,0.9997422015983501
7,0.08804347545462196,0.01711243793058488,0.999987246253587,0.9999936280238186,0.9979338842975206
8,0.08191933014071659,0.10493625297280447,0.999589223084281,0.9997921469552764,0.9675531914893617
9,0.0702109532255545,0.006024005936302909,1.0,1.0,0.9989701338825953
10,0.07239927918263359,0.005714670555732827,1.0,1.0,0.999484270242393
11,0.06641896384075797,0.16602121350238289,0.9999580189180571,0.999979025891582,0.936986301369863
12,0.06510614436213807,0.010666293889201916,0.9999968115633967,0.9999984045468632,0.9981926155435064
13,0.05794357450087267,0.18161336769033032,0.9875013285152514,0.9936095742609129,0.9274653626731867
14,0.054466494629436604,0.039044014341048414,1.0,1.0,0.9916839916839917
15,0.05307348728111123,0.07398937049918308,0.9996545860346477,0.9998228487256631,0.978562421185372
16,0.05399399105770693,0.03700956815868442,0.9999962801572962,0.9999981415831675,0.9895434838051518
17,0.051953476542437725,0.0031322594222362786,1.0,1.0,1.0
18,0.04591140808222361,0.00981715692494655,0.9999654586034648,0.9999826375893898,0.9979423868312757
19,0.043542664704017846,0.29994887375704044,0.9987968965883728,0.9993745727505401,0.9273422562141491
20,0.05316131349855632,0.02906555789716025,1.0,1.0,0.9929924733973527
