record_id,domain,split,gt_idx,pred_idx,gt_start,gt_end,pred_start,pred_end,overlap_samples,iou,gt_coverage,pred_coverage,delay_samples
tgt_test_anom_spike_0,target,test,0,0,3500,3720,2560,5632,220,0.07161458333333333,1.0,0.07161458333333333,0
