positive_overlap_fraction_mean,positive_overlap_fraction_median,positive_overlap_fraction_min,positive_overlap_fraction_max,num_anomalous_records,num_anomalous_records_with_zero_positive_windows,mean_positive_windows_per_anomalous_record,min_positive_windows_per_anomalous_record,max_positive_windows_per_anomalous_record
0.11021205357142858,0.09765625,0.03515625,0.17578125,6,0,4.666666666666667,4,5
