variant,before_roc_auc,before_pr_auc,before_f1,after_roc_auc,after_pr_auc,after_f1,before_target_cal_f1,after_target_cal_f1
fused,0.6778857123406752,0.7436758124451442,0.6587119935866901,0.6598054602486358,0.7233963858009546,0.6607892716846525,0.4286786786786787,0.3617568347588812
