epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.27740908623561006,0.33006630056438474,0.9970220002125625,0.9985173968600415,0.914733016494269
2,0.18058395341960426,0.20824693878754055,0.9996620257200552,0.9998326172097782,0.9826953329837441
3,0.14776448617398072,0.05379044662336268,0.999998937187799,0.9999994691411767,0.9981926155435064
4,0.13048626125895793,0.1335677876478895,0.9909087044319269,0.9950656503384205,0.9625403125775241
5,0.11411745758483961,0.019905132284831508,1.0,1.0,0.9989701338825953
6,0.09721699558179249,0.053992482743072216,0.9992863216069721,0.999630024134087,0.987026201984228
7,0.07643843181767337,0.5510202568037683,0.9995483048145393,0.9997718663628203,0.8448943137838643
8,0.07509880651403027,0.0055093256108353,1.0,1.0,1.0
9,0.06552457106003659,0.14972213623395822,0.9952630460197683,0.9975462504032,0.9392624728850325
10,0.0561982481770419,0.0788558664592263,0.9988750132851525,0.9994287288046111,0.9746294900778699
11,0.060271691981362195,0.04980738356358331,0.9997991284939951,0.9998997743305933,0.9840223180319554
12,0.052600658241320555,0.0007417334882484059,1.0,1.0,1.0
13,0.04412051274589602,0.0029656242583020686,1.0,1.0,0.9997422015983501
14,0.042749801579483986,0.006168037248380892,0.999998937187799,0.9999994691411767,0.9992262058292494
15,0.04037510320888588,0.03517663654627993,1.0,1.0,0.9885297184567258
16,0.044535816751721136,0.001694284842556495,1.0,1.0,1.0
17,0.04407735999928489,0.0041332902185503475,1.0,1.0,0.999484270242393
18,0.0346082609386915,0.04099285395108958,0.9998565203528537,0.9999285535005358,0.9893256964332205
19,0.026567018989024922,0.03816116863218029,0.9999824635986821,0.9999912023884023,0.9895833333333334
20,0.031077745251796213,0.005998389923438382,1.0,1.0,0.9987096774193548
