positive_overlap_fraction_mean,positive_overlap_fraction_median,positive_overlap_fraction_min,positive_overlap_fraction_max,num_anomalous_records,num_anomalous_records_with_zero_positive_windows,mean_positive_windows_per_anomalous_record,min_positive_windows_per_anomalous_record,max_positive_windows_per_anomalous_record
0.11429398148148148,0.107421875,0.013671875,0.17578125,6,0,9.0,9,9
