epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.33819348549924766,0.12877345361148368,0.9992592198958444,0.9996156387222619,0.9883268482490273
2,0.25449084289039126,0.11303118623483484,0.9999941545328941,0.9999970753419272,0.9654142821597412
3,0.2194545908853463,0.18199476872001139,0.9998140078648103,0.9999057040613833,0.9378592937311798
4,0.19548067632947386,0.12826547640340238,1.0,1.0,0.957079427725703
5,0.17320935544509863,0.02381744698182875,0.99998033797428,0.9999901806988074,0.9976845896578338
6,0.15873696806670975,0.03685690204623312,0.9999596131363588,0.999979825482579,0.9930893268492449
7,0.15332596002857096,1.427252040154882,0.9648655542565628,0.9809125575591291,0.5560104205433569
8,0.13783081864739713,0.03507083680530875,0.9998708683175682,0.9999358355945959,0.9920695830135584
9,0.1356034207602649,0.631025645245871,0.9876022956743544,0.9938127704962652,0.8548138356466182
10,0.13426307286535905,0.5295894178752991,0.9973743224572218,0.998657563624663,0.8372789931075817
11,0.11279364223367953,0.1556257406209087,0.9993607184610479,0.9996779986681095,0.9445048966267682
12,0.11149988069816708,0.053624802171357434,0.9989632266978424,0.9994779005255688,0.9864761418729268
13,0.11128796608206461,0.189596427394946,0.996017642682538,0.9979876021178216,0.9498164014687882
14,0.09975834487572542,0.046364049721409846,0.9996513975980443,0.9998254942330618,0.986444212721585
15,0.09582606728022272,0.24094908581896296,0.9818599213518973,0.9912626763419408,0.9200769019500137
16,0.09382744274643022,0.07177388252672603,0.9995870974598788,0.9997948222628987,0.9793033821302373
17,0.08933212711584604,0.11473539270532956,0.9968089063662452,0.9984133646430617,0.96
18,0.09348083188952526,0.1870068561548916,0.994205016473589,0.9970588826379261,0.9495592556317336
19,0.07665483370916182,0.09450510858244622,0.9972101179721543,0.9986001413037542,0.9740095886954327
20,0.08348613538678505,0.050830001601477916,0.9988760760973536,0.999431205583424,0.9862174578866769
