positive_overlap_fraction_mean,positive_overlap_fraction_median,positive_overlap_fraction_min,positive_overlap_fraction_max,num_anomalous_records,num_anomalous_records_with_zero_positive_windows,mean_positive_windows_per_anomalous_record,min_positive_windows_per_anomalous_record,max_positive_windows_per_anomalous_record
0.14857700892857142,0.15625,0.107421875,0.17578125,6,2,2.3333333333333335,0,4
