epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.509875148303749,0.13583945123435454,1.0,0.9999999999999999,0.0
2,0.11334046351817227,0.08095842504570651,1.0,0.9999999999999999,0.0
3,0.04155810715183038,0.031171592862107033,1.0,0.9999999999999999,0.9473684210526315
4,0.023924754441593043,0.01777465534288176,1.0,0.9999999999999999,0.9473684210526315
5,0.011948014270196589,0.012052817129378402,1.0,0.9999999999999999,1.0
6,0.02058949525460832,0.007186373720097161,1.0,0.9999999999999999,1.0
7,0.008802224048088456,0.007444794246450413,1.0,0.9999999999999999,1.0
8,0.006828615831774335,0.0071745410867490225,1.0,0.9999999999999999,1.0
9,0.004665735338330847,0.0033615254945944736,1.0,0.9999999999999999,1.0
10,0.005096156258395938,0.003449666327363703,1.0,0.9999999999999999,1.0
11,0.0035049109421887025,0.00375595984460656,1.0,0.9999999999999999,1.0
12,0.0016005016211781274,0.0032862159964996713,1.0,0.9999999999999999,1.0
13,0.0016030526896866487,0.003202357502697512,1.0,0.9999999999999999,1.0
14,0.0020135402572954925,0.002593547373815158,1.0,0.9999999999999999,1.0
15,0.0013838913715841581,0.002327693777895251,1.0,0.9999999999999999,1.0
16,0.0008518223347532195,0.0020396460042616657,1.0,0.9999999999999999,1.0
17,0.0017531353442445975,0.0018159350946134085,1.0,0.9999999999999999,1.0
18,0.0012463057195305708,0.0018190543727711016,1.0,0.9999999999999999,1.0
19,0.0007921711599468723,0.0017884672784549726,1.0,0.9999999999999999,1.0
20,0.0008111397488504764,0.0014240123808037402,1.0,0.9999999999999999,1.0
