epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.2528305567544965,3.8786439105816877,1.0,1.0,0.0
2,0.1336619233218089,0.19412646616226595,0.9974173663513657,0.9987296380873762,0.9285122826386972
3,0.09480020512644317,0.2857405688797252,0.9999936231267935,0.9999968059272644,0.8901601830663616
4,0.07797634820201789,0.18507978931140695,1.0,1.0,0.9308349407550289
5,0.06153299420219094,0.0031631389550241464,1.0,1.0,1.0
6,0.0481294904879478,0.022097004516238916,0.9998528005101498,0.9999269910587094,0.993581514762516
7,0.05022309653155339,0.09100237197007746,0.9999962801572961,0.9999981430864202,0.9705492172990183
8,0.031467711180513544,0.28341831554258423,0.9997231374216177,0.9998592010158738,0.9045736871823828
9,0.03414994941652951,0.028143938492584886,0.9999410139228398,0.999970721885943,0.9913132345426674
10,0.03225551416229185,0.022112240334058324,0.9999771495376767,0.9999885830351959,0.994036816178377
11,0.02277771329461263,0.04316447449386406,0.9989919226272719,0.9994972269670973,0.9891022314478464
12,0.023959469675137495,0.010098038323294502,1.0,1.0,0.9984512132163139
13,0.017959854594724656,0.18326586693318916,0.9999766181315762,0.9999883455826077,0.9384404924760602
14,0.022582468278897757,0.0700584879246263,0.9998193219258158,0.9999096970329564,0.9770630108093857
15,0.017913321267058756,0.004028147115449453,0.9999989371877989,0.9999994691411767,0.9994848016486347
16,0.016730764944699817,0.1258497432269943,0.9999442023594431,0.9999720395331365,0.9642147117296223
17,0.022208473302544943,0.4232699410235348,0.9997534275693485,0.9998767602354999,0.876339415001448
18,0.015547269197875259,0.16045998562007371,0.9999840578169837,0.9999920375869792,0.9510678561773452
19,0.009689206009767401,0.0038156494931590053,0.9999920289084919,0.9999960341920392,0.9992270033496522
20,0.018005775891752347,0.0018583258030918663,1.0,1.0,0.9997422015983501
