epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.6437770903110505,0.49687986969947817,1.0,1.0,0.0
2,0.300266207754612,0.29425127115100624,1.0,1.0,0.0
3,0.1418931730091572,0.3256521409668494,1.0,1.0,0.0
4,0.07261199951171875,0.1690558613045141,1.0,1.0,0.6153846153846154
5,0.04075751739243667,0.06430932853836566,1.0,1.0,0.875
6,0.02885537172357241,0.025118246447527783,1.0,1.0,0.9411764705882353
7,0.017112521703044573,0.0065038001630455256,1.0,1.0,1.0
8,0.00796113396063447,0.005214704340323806,1.0,1.0,1.0
9,0.0039357746330400305,0.0036531026475131513,1.0,1.0,1.0
10,0.01658043156688412,0.00577535517513752,1.0,1.0,1.0
11,0.004450088242689768,0.4020179003477097,1.0,1.0,0.6666666666666666
12,0.0033804670131454867,0.3832957476377487,1.0,1.0,0.6428571428571429
13,0.0031016154253544906,0.057085778564214706,1.0,1.0,1.0
14,0.0009677537600509822,0.006244593765586615,1.0,1.0,1.0
15,0.0008948815831293662,0.0018030501843895764,1.0,1.0,1.0
16,0.001178981873090379,0.009126184644446766,1.0,1.0,0.9411764705882353
17,0.0004093319138822456,0.004304767771463958,1.0,1.0,1.0
18,0.0004006695632900422,0.0015181920207396615,1.0,1.0,1.0
19,0.0004071048829549303,0.0009003192855743692,1.0,1.0,1.0
20,0.00031716553494334223,0.0007044547121040523,1.0,1.0,1.0
