epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.3043807825838873,0.24079253888407418,1.0,0.9999999999999999,0.0
2,0.08869433648480002,0.10851086112724748,1.0,0.9999999999999999,0.0
3,0.04663926258668766,0.0643081589078065,1.0,0.9999999999999999,0.5714285714285714
4,0.03134980855524078,0.03600863731996871,1.0,0.9999999999999999,0.8235294117647058
5,0.020930125760708667,0.017870073742774682,1.0,0.9999999999999999,1.0
6,0.014348329066537147,0.011372346902092876,1.0,0.9999999999999999,1.0
7,0.009427461782181564,0.007774013776851948,1.0,0.9999999999999999,1.0
8,0.010424766747295394,0.005915241819524834,1.0,0.9999999999999999,1.0
9,0.005640730828537728,0.0044985324913245995,1.0,0.9999999999999999,1.0
10,0.008317884906057933,0.00438611079982027,1.0,0.9999999999999999,1.0
11,0.002959831772993008,0.003020693385583717,1.0,0.9999999999999999,1.0
12,0.0023299702632695782,0.002444382099066536,1.0,0.9999999999999999,1.0
13,0.0024191802421714677,0.00209330539841768,1.0,0.9999999999999999,1.0
14,0.0022515630825105043,0.001768429927408782,1.0,0.9999999999999999,1.0
15,0.0014989832623738997,0.001598742106918592,1.0,0.9999999999999999,1.0
16,0.0012068054744840218,0.0013325193336471742,1.0,0.9999999999999999,1.0
17,0.0010829184180876428,0.0012206385909785452,1.0,0.9999999999999999,1.0
18,0.0008422433517786652,0.0010073169088532586,1.0,0.9999999999999999,1.0
19,0.0009447415792491546,0.0009426299914403624,1.0,0.9999999999999999,1.0
20,0.0007455276504480244,0.0007771970555294564,1.0,0.9999999999999999,1.0
