epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.20334773173626142,0.049438705761900736,1.0,1.0,0.9989701338825953
2,0.12691455396049084,0.15199500482034103,1.0,1.0,0.9808247964276333
3,0.10479343167883808,0.048507599474355234,0.9995653098097566,0.9997773236701036,0.987026201984228
4,0.08898502546726626,0.19213436212361826,0.9890684451057498,0.9938939555966056,0.9486552567237164
5,0.06996492091653336,0.0116310430827464,0.9999994685938994,0.9999997344338395,0.9992262058292494
6,0.06383086664593059,0.15751290222229963,0.9999798065681794,0.9999898110448951,0.9237170596393898
7,0.04629110662341422,0.0008523125616935178,1.0,1.0,1.0
8,0.03959546822523132,0.0017068753507909116,1.0,1.0,0.999742334449884
9,0.0384192147431065,0.05000721701554318,0.9992895100435752,0.9996439239908093,0.9852492370295015
10,0.033217381435101695,0.0019582697150688382,1.0,1.0,0.9997422015983501
11,0.033187492759376234,0.012475233003025605,0.9999654586034648,0.9999827828301904,0.996401028277635
12,0.033379867552083074,0.007068795567581491,1.0,1.0,0.9992262058292494
13,0.021074606514790328,0.007983969264627562,0.9999994685938994,0.9999997344338395,0.9979338842975206
14,0.020048291360468547,0.00044136012102189245,1.0,1.0,1.0
15,0.02598017226005187,0.07436372914761792,0.9999851206291849,0.9999925506841602,0.9778714436248683
16,0.02508252489941387,0.0032434605974602623,1.0,1.0,0.9992262058292494
17,0.02180959436801893,0.0176521159171468,1.0,1.0,0.9971568880847764
18,0.017559078331736495,0.02052215976678102,0.9999043469019024,0.9999520224741372,0.9943064182194618
19,0.012654936165294627,0.011458575078552453,0.9999968115633968,0.9999984071491868,0.9968976215098242
20,0.018797161671568495,0.003894257632898985,1.0,1.0,0.9997422015983501
