epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.6528410116831461,0.6968170523643493,0.5218750000000001,0.6450187115490691,0.0
2,0.6087439934412638,0.6965623021125793,0.489375,0.6298358629916172,0.18181818181818182
3,0.5730768879254658,0.7293640851974488,0.508125,0.6269761829104297,0.2978723404255319
4,0.5470357497533163,0.7428293287754059,0.54,0.6400630840419808,0.2978723404255319
5,0.5344653328259786,0.6505671262741088,0.568125,0.6579289663604917,0.3673469387755102
6,0.4979430357615153,0.6339930176734925,0.57625,0.6617102287674759,0.33962264150943394
7,0.4942369282245636,0.6669725835323334,0.578125,0.6629815917797807,0.6355140186915887
8,0.4405957281589508,1.081849253177643,0.576875,0.6602485100658666,0.6666666666666666
9,0.41777303218841555,1.3191330671310424,0.576875,0.655012382891816,0.6666666666666666
10,0.3475972473621368,0.9967677682638169,0.5731249999999999,0.6508051056697979,0.6666666666666666
11,0.2875751554965973,1.6577112570405006,0.57625,0.650379044059668,0.6666666666666666
12,0.23788962066173552,2.1587875123135745,0.5393749999999999,0.6311233754141534,0.2978723404255319
13,0.22878092924753826,0.7801563531160355,0.550625,0.6402399981753832,0.34615384615384615
14,0.17748906314373017,1.2639078751206398,0.543125,0.6211792892272804,0.6666666666666666
15,0.09130212689439456,4.84641139647556,0.5037499999999999,0.6224429377081728,0.0
16,0.0733004870514075,4.1350442538154315,0.4409375,0.5502018550031773,0.6666666666666666
17,0.04707709178328514,2.9275844821706416,0.5275000000000001,0.6286256964942935,0.2978723404255319
18,0.03864027472833793,2.6284965235507114,0.5287499999999999,0.6331551538917797,0.2978723404255319
19,0.028695682436227797,2.070217493735254,0.526875,0.6353989582420687,0.3333333333333333
20,0.03307192027568817,1.2197723686695099,0.541875,0.6528351858291821,0.6666666666666666
