epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.7582000732421875,0.45749648213386535,1.0,1.0,0.0
2,0.33061926464239755,0.335233966447413,1.0,1.0,0.0
3,0.17988005578517913,0.2276436010375619,1.0,1.0,0.0
4,0.11473012020190557,0.10431373976171017,1.0,1.0,0.6153846153846154
5,0.08934924453496933,0.07135109826922417,1.0,1.0,0.875
6,0.06913250299791494,0.06065937131643295,1.0,1.0,0.875
7,0.04288758983214696,0.0563076209044084,1.0,1.0,0.875
8,0.04187289414306482,0.031218881858512758,1.0,1.0,0.9411764705882353
9,0.02623578893641631,0.02251407839357853,1.0,1.0,0.9411764705882353
10,0.018501067906618117,0.019354283809661865,1.0,1.0,1.0
11,0.01433055071781079,0.024333688244223595,1.0,1.0,1.0
12,0.028770446528991064,0.01677032168954611,1.0,1.0,1.0
13,0.008657049201428891,0.014645605534315109,1.0,1.0,1.0
14,0.01072455064083139,0.04605377539992332,1.0,1.0,1.0
15,0.007021779256562392,0.18388860523700715,1.0,1.0,1.0
16,0.00595195551092426,0.2524992167949677,1.0,1.0,1.0
17,0.004691084225972493,0.11743064969778061,1.0,1.0,1.0
18,0.0074283330701291565,0.069797832518816,1.0,1.0,1.0
19,0.008085306625192364,0.011873080860823393,1.0,1.0,1.0
20,0.005486970581114292,0.00764079918153584,1.0,1.0,1.0
