epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.2545075034081936,1.3083162200851366,0.697471375,0.7545320130673383,0.0
2,0.24245615502148868,1.3950226539405413,0.71321975,0.7586048203629724,0.0
3,0.23564368086457252,1.4202523816972972,0.71788925,0.7568652148578386,0.0
4,0.23062065765112638,0.8335810809284449,0.73376025,0.7668790911708712,0.3237139272271016
5,0.2259296671167016,1.5300963254012168,0.7479948750000001,0.7738903615445014,0.07032755298651253
6,0.22418626041859388,0.8437735869884491,0.68505525,0.7474852191324818,0.3952191235059761
7,0.21859571969211103,1.056447773342952,0.7345157500000001,0.7740233632328134,0.3616326530612245
8,0.21398052155822517,1.0731889891326427,0.708835,0.7533355841898344,0.29991503823279525
9,0.21337461871802807,0.8517183837313205,0.70838775,0.751898381440284,0.4636600819977637
10,0.20890818337351083,1.1130202540531755,0.673963875,0.7259598434892927,0.28815733219324496
11,0.20470442645549775,1.7140106428069994,0.7367107500000001,0.7750791784763893,0.1665903890160183
12,0.20488351298421623,1.5769176836675034,0.7241567500000001,0.7637498157370692,0.15646571560055222
13,0.20105860214680432,1.5651392964601691,0.6849682500000001,0.7387534170720172,0.20287253141831238
14,0.19940103725641967,1.293308306102408,0.732849375,0.7729428712917074,0.2716688227684347
15,0.19992544259876013,1.3573154123327695,0.6979164999999999,0.7438003264460793,0.29745762711864404
16,0.1993130812317133,1.3095549329926726,0.7710324999999999,0.7995313186232615,0.26279271465741544
17,0.19566661598980425,1.0107133237048984,0.719637,0.7636979090874441,0.42113502935420744
18,0.19684696421846748,1.2756176296072081,0.7463571250000001,0.7826543235719157,0.3011026293469042
19,0.19430467316955327,0.836149953596294,0.6708382500000001,0.7392520585977664,0.6088082901554405
20,0.19208005552589894,0.8688745139017701,0.755023,0.7909257949683351,0.4640842421963144
