epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.2032732462580876,0.06464477610701878,1.0,1.0,1.0
2,0.1281066863013502,0.42989770845629904,1.0,0.9999999999999999,0.8547815820543093
3,0.10555608032008831,0.04002146657485852,0.9997869061536827,0.9998917850719525,0.9913132345426674
4,0.08645442631145654,0.10733651562445458,0.9992273355298119,0.9995954216301135,0.9692730452160879
5,0.07156649967266489,0.011796328123537663,1.0,1.0,0.9997422015983501
6,0.06978393677727393,0.06457911971545754,0.9999994685938994,0.9999997344338395,0.982428533962759
7,0.04973611173147744,0.9146153639681959,0.9999994685938994,0.9999997344338395,0.8601197073819552
8,0.04029176214866049,0.015845639282298173,0.9999989371877989,0.9999994687307893,0.9971568880847764
9,0.040964516241132815,0.03900627429141568,0.999721543203316,0.999857538320021,0.9882772680937818
10,0.03606073615746092,0.16966685481453958,0.9999840578169837,0.9999919812141591,0.9334799340296867
11,0.03331387881262844,0.01775487832261992,0.9998453608247422,0.999922463302806,0.9956264471314639
12,0.02175207632748381,0.010589454192780186,1.0,1.0,0.9971729632485222
13,0.021734000924727572,0.09232383215545381,0.9964618981825911,0.9981625828603229,0.9710526315789474
14,0.031143637027280326,0.007235662523301188,1.0,1.0,0.9984512132163139
15,0.027511018719590153,0.007544631304637695,0.9999994685938994,0.9999997344338395,0.9989680082559339
16,0.018288790806059687,0.019134999817150698,1.0,1.0,0.9948186528497409
17,0.023844345083941874,0.043627828389135516,1.0,1.0,0.9882659713168188
18,0.01646876673240791,0.11639848260114632,0.9997268572643214,0.9998644977577148,0.9680638722554891
19,0.014440068926635853,0.00939294919954205,0.999967584227867,0.9999837636971008,0.9984536082474227
20,0.019555536790190498,0.04453974573515254,1.0,1.0,0.9840272322597539
