positive_overlap_fraction_mean,positive_overlap_fraction_median,positive_overlap_fraction_min,positive_overlap_fraction_max,num_anomalous_records,num_anomalous_records_with_zero_positive_windows,mean_positive_windows_per_anomalous_record,min_positive_windows_per_anomalous_record,max_positive_windows_per_anomalous_record
0.20572916666666666,0.17578125,0.02734375,0.3515625,6,0,5.0,5,5
