epoch,train_loss,source_val_loss,source_val_roc_auc,source_val_pr_auc,source_val_f1
1,0.25183582977740626,3.1272185043339524,1.0,1.0,0.015345268542199489
2,0.13198008489030127,0.6629170923496603,0.9995483048145393,0.9997758551519553,0.713527851458886
3,0.09303261321710096,0.2136745270670903,0.9999957487511957,0.9999978716298801,0.9180145008365868
4,0.08137968750294503,0.8083283461600709,0.9998942501859921,0.9999463414076779,0.7027749916415914
5,0.062478484229454324,0.024082860554071623,1.0,1.0,0.9938524590163934
6,0.0502936356968092,0.012086596040399538,0.999962801572962,0.9999814872852123,0.9976822044810714
7,0.05276049988855779,0.0853508058957838,0.9999845892230843,0.9999923072697945,0.972457627118644
8,0.031078278387654083,0.23774433018158836,0.9997661813157616,0.9998790355735414,0.918918918918919
9,0.03584688602494089,0.1252608787380194,0.999886279094484,0.9999437346102555,0.9654142821597412
10,0.03474339325330283,0.31821719876345195,0.9994202359443087,0.999708474722069,0.9082723691615081
11,0.02414591248635304,0.20350726458809262,0.9998044425550006,0.9999043659174055,0.9366949849273773
12,0.023487287085458382,0.022034987393034746,0.9999978743755978,0.999998937598045,0.9950789950789951
13,0.017048211110194177,4.619581431785195,0.9953353172494419,0.9976180156310596,0.2801418439716312
14,0.022984762339881424,0.15724357732245003,0.9996375810394303,0.9998189806125126,0.95361380798274
15,0.018097273279608153,0.00954354261763327,0.999961738760761,0.9999811160773919,0.9976822044810714
16,0.016524766602104706,1.9693737187164515,0.9955967690509085,0.9977949041624843,0.6602209944751382
17,0.0252916499689725,0.09641249581997947,0.999936231267935,0.9999681162635008,0.9650573486263003
18,0.015994510141195968,0.009918165721627358,0.999998937187799,0.9999994691411764,0.9974293059125964
19,0.010346988160275648,0.021545901763461515,0.9999351684557338,0.9999678931467011,0.9930857874519846
20,0.011956451506968946,0.10685134059470726,0.9999707726644702,0.9999854025028382,0.9707280460345259
